

Kraj,Rok,Typ,BordelTyp,Hodnota

SK0212,2011,ODPAD_TONY_KM2,1,0.1

SK0212,2011,ODPAD_TONY_KM2,2,0.3

SK0212,2011,ODPAD_TONY_KM2,3,0.3

SK0212,2011,ODPAD_TONY_KM2,4,0.1

SK0212,2010,PROD_TONY,1,33.9

SK0212,2010,PROD_TONY,2,163.3

SK0212,2010,PROD_TONY,3,198.5

SK0212,2010,PROD_TONY,4,85.2

SK0212,2010,ODPAD_TONY_KM2,1,0.1

SK0212,2010,ODPAD_TONY_KM2,2,0.3

SK0212,2010,ODPAD_TONY_KM2,3,0.3

SK0212,2010,ODPAD_TONY_KM2,4,0.1

SK0212,2009,PROD_TONY,1,28.3

SK0212,2009,PROD_TONY,2,140.2

SK0212,2009,PROD_TONY,3,178.9

SK0212,2009,PROD_TONY,4,89.8

SK0212,2009,ODPAD_TONY_KM2,1,

SK0212,2009,ODPAD_TONY_KM2,2,0.2

SK0212,2009,ODPAD_TONY_KM2,3,0.3

SK0212,2009,ODPAD_TONY_KM2,4,0.1

SK0212,2008,PROD_TONY,1,30.6

SK0212,2008,PROD_TONY,2,176.9

SK0212,2008,PROD_TONY,3,171.5

SK0212,2008,PROD_TONY,4,120.8

SK0212,2008,ODPAD_TONY_KM2,1,

SK0212,2008,ODPAD_TONY_KM2,2,0.3

SK0212,2008,ODPAD_TONY_KM2,3,0.3

SK0212,2008,ODPAD_TONY_KM2,4,0.2

SK0212,2007,PROD_TONY,1,23.4

SK0212,2007,PROD_TONY,2,210.1

SK0212,2007,PROD_TONY,3,170.8

SK0212,2007,PROD_TONY,4,96.4

SK0212,2007,ODPAD_TONY_KM2,1,

SK0212,2007,ODPAD_TONY_KM2,2,0.3

SK0212,2007,ODPAD_TONY_KM2,3,0.3

SK0212,2007,ODPAD_TONY_KM2,4,0.2

SK0212,2006,PROD_TONY,1,25.1

SK0212,2006,PROD_TONY,2,270.4

SK0212,2006,PROD_TONY,3,145.4

SK0212,2006,PROD_TONY,4,72.1

SK0212,2006,ODPAD_TONY_KM2,1,

SK0212,2006,ODPAD_TONY_KM2,2,0.4

SK0212,2006,ODPAD_TONY_KM2,3,0.2

SK0212,2006,ODPAD_TONY_KM2,4,0.1

SK0212,2005,PROD_TONY,1,24.2

SK0212,2005,PROD_TONY,2,256.1

SK0212,2005,PROD_TONY,3,142.4

SK0212,2005,PROD_TONY,4,70

SK0212,2005,ODPAD_TONY_KM2,1,

SK0212,2005,ODPAD_TONY_KM2,2,0.4

SK0212,2005,ODPAD_TONY_KM2,3,0.2

SK0212,2005,ODPAD_TONY_KM2,4,0.1

SK0212,2004,PROD_TONY,1,20.8

SK0212,2004,PROD_TONY,2,290.6

SK0212,2004,PROD_TONY,3,139.8

SK0212,2004,PROD_TONY,4,68.6

SK0212,2004,ODPAD_TONY_KM2,1,

SK0212,2004,ODPAD_TONY_KM2,2,0.5

SK0212,2004,ODPAD_TONY_KM2,3,0.2

SK0212,2004,ODPAD_TONY_KM2,4,0.1

SK0212,2003,PROD_TONY,1,32

SK0212,2003,PROD_TONY,2,269.6

SK0212,2003,PROD_TONY,3,138.4

SK0212,2003,PROD_TONY,4,94.5

SK0212,2003,ODPAD_TONY_KM2,1,

SK0212,2003,ODPAD_TONY_KM2,2,0.4

SK0212,2003,ODPAD_TONY_KM2,3,0.2

SK0212,2003,ODPAD_TONY_KM2,4,0.1

SK0212,2002,PROD_TONY,1,33

SK0212,2002,PROD_TONY,2,246.5

SK0212,2002,PROD_TONY,3,131.7

SK0212,2002,PROD_TONY,4,94.1

SK0212,2002,ODPAD_TONY_KM2,1,0.1

SK0212,2002,ODPAD_TONY_KM2,2,0.4

SK0212,2002,ODPAD_TONY_KM2,3,0.2

SK0212,2002,ODPAD_TONY_KM2,4,0.1

SK0212,2001,PROD_TONY,1,43.4

SK0212,2001,PROD_TONY,2,243.2

SK0212,2001,PROD_TONY,3,129

SK0212,2001,PROD_TONY,4,115

SK0212,2001,ODPAD_TONY_KM2,1,0.1

SK0212,2001,ODPAD_TONY_KM2,2,0.4

SK0212,2001,ODPAD_TONY_KM2,3,0.2

SK0212,2001,ODPAD_TONY_KM2,4,0.2

SK0213,2019,PROD_TONY,1,227.1

SK0213,2019,PROD_TONY,2,12.7

SK0213,2019,PROD_TONY,3,663.8

SK0213,2019,PROD_TONY,4,1062.2

SK0213,2019,ODPAD_TONY_KM2,1,0.8

SK0213,2019,ODPAD_TONY_KM2,2,

SK0213,2019,ODPAD_TONY_KM2,3,2.5

SK0213,2019,ODPAD_TONY_KM2,4,4

SK0213,2018,PROD_TONY,1,13.4

SK0213,2018,PROD_TONY,2,3.9

SK0213,2018,PROD_TONY,3,136.6

SK0213,2018,PROD_TONY,4,80.4

SK0213,2018,ODPAD_TONY_KM2,1,0.1

SK0213,2018,ODPAD_TONY_KM2,2,

SK0213,2018,ODPAD_TONY_KM2,3,0.5

SK0213,2018,ODPAD_TONY_KM2,4,0.3

SK0213,2017,PROD_TONY,1,10.6

SK0213,2017,PROD_TONY,2,4.9

SK0213,2017,PROD_TONY,3,114

SK0213,2017,PROD_TONY,4,40.8

SK0213,2017,ODPAD_TONY_KM2,1,

SK0213,2017,ODPAD_TONY_KM2,2,

SK0213,2017,ODPAD_TONY_KM2,3,0.4

SK0213,2017,ODPAD_TONY_KM2,4,0.2

SK0213,2016,PROD_TONY,1,11.2

SK0213,2016,PROD_TONY,2,4

SK0213,2016,PROD_TONY,3,113.4

SK0213,2016,PROD_TONY,4,40.6

SK0213,2016,ODPAD_TONY_KM2,1,

SK0213,2016,ODPAD_TONY_KM2,2,

SK0213,2016,ODPAD_TONY_KM2,3,0.4

SK0213,2016,ODPAD_TONY_KM2,4,0.2

SK0213,2015,PROD_TONY,1,12

SK0213,2015,PROD_TONY,2,4.4

SK0213,2015,PROD_TONY,3,113

SK0213,2015,PROD_TONY,4,40.5

SK0213,2015,ODPAD_TONY_KM2,1,

SK0213,2015,ODPAD_TONY_KM2,2,

SK0213,2015,ODPAD_TONY_KM2,3,0.4

SK0213,2015,ODPAD_TONY_KM2,4,0.2

SK0213,2014,PROD_TONY,1,11.5

SK0213,2014,PROD_TONY,2,7.2

SK0213,2014,PROD_TONY,3,112.5

SK0213,2014,PROD_TONY,4,40.3

SK0213,2014,ODPAD_TONY_KM2,1,

SK0213,2014,ODPAD_TONY_KM2,2,

SK0213,2014,ODPAD_TONY_KM2,3,0.4

SK0213,2014,ODPAD_TONY_KM2,4,0.2

SK0213,2013,PROD_TONY,1,11.8

SK0213,2013,PROD_TONY,2,5.5

SK0213,2013,PROD_TONY,3,136.9

SK0213,2013,PROD_TONY,4,48.6

SK0213,2013,ODPAD_TONY_KM2,1,

SK0213,2013,ODPAD_TONY_KM2,2,

SK0213,2013,ODPAD_TONY_KM2,3,0.5

SK0213,2013,ODPAD_TONY_KM2,4,0.2

SK0213,2012,PROD_TONY,1,15.2

SK0213,2012,PROD_TONY,2,2.3

SK0213,2012,PROD_TONY,3,248.8

SK0213,2012,PROD_TONY,4,88.4

SK0213,2012,ODPAD_TONY_KM2,1,0.1

SK0213,2012,ODPAD_TONY_KM2,2,

SK0213,2012,ODPAD_TONY_KM2,3,0.9

SK0213,2012,ODPAD_TONY_KM2,4,0.3

SK0213,2011,PROD_TONY,1,22.9

SK0213,2011,PROD_TONY,2,5.9

SK0213,2011,PROD_TONY,3,379.8

SK0213,2011,PROD_TONY,4,133.2

SK0213,2011,ODPAD_TONY_KM2,1,0.1

SK0213,2011,ODPAD_TONY_KM2,2,

SK0213,2011,ODPAD_TONY_KM2,3,1.4

SK0213,2011,ODPAD_TONY_KM2,4,0.5

SK0213,2010,PROD_TONY,1,12

SK0213,2010,PROD_TONY,2,5.7

SK0213,2010,PROD_TONY,3,100.1

SK0213,2010,PROD_TONY,4,39.1

SK0213,2010,ODPAD_TONY_KM2,1,

SK0213,2010,ODPAD_TONY_KM2,2,

SK0213,2010,ODPAD_TONY_KM2,3,0.4

SK0213,2010,ODPAD_TONY_KM2,4,0.1

SK0213,2009,PROD_TONY,1,12.5

SK0213,2009,PROD_TONY,2,5.5

SK0213,2009,PROD_TONY,3,89.4

SK0213,2009,PROD_TONY,4,36.1

SK0213,2009,ODPAD_TONY_KM2,1,

SK0213,2009,ODPAD_TONY_KM2,2,

SK0213,2009,ODPAD_TONY_KM2,3,0.3

SK0213,2009,ODPAD_TONY_KM2,4,0.1

SK0213,2008,PROD_TONY,1,10.7

SK0213,2008,PROD_TONY,2,3

SK0213,2008,PROD_TONY,3,82.1

SK0213,2008,PROD_TONY,4,42.9

SK0213,2008,ODPAD_TONY_KM2,1,

SK0213,2008,ODPAD_TONY_KM2,2,

SK0213,2008,ODPAD_TONY_KM2,3,0.3

SK0213,2008,ODPAD_TONY_KM2,4,0.2

SK0213,2007,PROD_TONY,1,8.9

SK0213,2007,PROD_TONY,2,2.3

SK0213,2007,PROD_TONY,3,52.9

SK0213,2007,PROD_TONY,4,36

SK0213,2007,ODPAD_TONY_KM2,1,

SK0213,2007,ODPAD_TONY_KM2,2,

SK0213,2007,ODPAD_TONY_KM2,3,0.2

SK0213,2007,ODPAD_TONY_KM2,4,0.1

SK0213,2006,PROD_TONY,1,8

SK0213,2006,PROD_TONY,2,3

SK0213,2006,PROD_TONY,3,32.8

SK0213,2006,PROD_TONY,4,54.9

SK0213,2006,ODPAD_TONY_KM2,1,

SK0213,2006,ODPAD_TONY_KM2,2,

SK0213,2006,ODPAD_TONY_KM2,3,0.1

SK0213,2006,ODPAD_TONY_KM2,4,0.2

SK0213,2005,PROD_TONY,1,10.1

SK0213,2005,PROD_TONY,2,3.3

SK0213,2005,PROD_TONY,3,35.3

SK0213,2005,PROD_TONY,4,135.8

SK0213,2005,ODPAD_TONY_KM2,1,

SK0213,2005,ODPAD_TONY_KM2,2,

SK0213,2005,ODPAD_TONY_KM2,3,0.1

SK0213,2005,ODPAD_TONY_KM2,4,0.5

SK0213,2004,PROD_TONY,1,10.1

SK0213,2004,PROD_TONY,2,6

SK0213,2004,PROD_TONY,3,40.4

SK0213,2004,PROD_TONY,4,188

SK0213,2004,ODPAD_TONY_KM2,1,

SK0213,2004,ODPAD_TONY_KM2,2,

SK0213,2004,ODPAD_TONY_KM2,3,0.2

SK0213,2004,ODPAD_TONY_KM2,4,0.7

SK0213,2003,PROD_TONY,1,11.1

SK0213,2003,PROD_TONY,2,8

SK0213,2003,PROD_TONY,3,42.1

SK0213,2003,PROD_TONY,4,180.8

SK0213,2003,ODPAD_TONY_KM2,1,

SK0213,2003,ODPAD_TONY_KM2,2,

SK0213,2003,ODPAD_TONY_KM2,3,0.2

SK0213,2003,ODPAD_TONY_KM2,4,0.7

SK0213,2002,PROD_TONY,1,13.7

SK0213,2002,PROD_TONY,2,15.8

SK0213,2002,PROD_TONY,3,56.5

SK0213,2002,PROD_TONY,4,225.2

SK0213,2002,ODPAD_TONY_KM2,1,0.1

SK0213,2002,ODPAD_TONY_KM2,2,0.1

SK0213,2002,ODPAD_TONY_KM2,3,0.2

SK0213,2002,ODPAD_TONY_KM2,4,0.8

SK0213,2001,PROD_TONY,1,18.1

SK0213,2001,PROD_TONY,2,20.8

SK0213,2001,PROD_TONY,3,75.5

SK0213,2001,PROD_TONY,4,240.1

SK0213,2001,ODPAD_TONY_KM2,1,0.1

SK0213,2001,ODPAD_TONY_KM2,2,0.1

SK0213,2001,ODPAD_TONY_KM2,3,0.3

SK0213,2001,ODPAD_TONY_KM2,4,0.9

SK0214,2019,PROD_TONY,1,275.9

SK0214,2019,PROD_TONY,2,13.6

SK0214,2019,PROD_TONY,3,556.9

SK0214,2019,PROD_TONY,4,1487.2

SK0214,2019,ODPAD_TONY_KM2,1,0.7

SK0214,2019,ODPAD_TONY_KM2,2,

SK0214,2019,ODPAD_TONY_KM2,3,1.5

SK0214,2019,ODPAD_TONY_KM2,4,3.9

SK0214,2018,PROD_TONY,1,4

SK0214,2018,PROD_TONY,2,4.8

SK0214,2018,PROD_TONY,3,34.9

SK0214,2018,PROD_TONY,4,13.7

SK0214,2018,ODPAD_TONY_KM2,1,

SK0214,2018,ODPAD_TONY_KM2,2,

SK0214,2018,ODPAD_TONY_KM2,3,0.1

SK0214,2018,ODPAD_TONY_KM2,4,

SK0214,2017,PROD_TONY,1,5.2

SK0214,2017,PROD_TONY,2,7.6

SK0214,2017,PROD_TONY,3,45.1

SK0214,2017,PROD_TONY,4,20.8

SK0214,2017,ODPAD_TONY_KM2,1,

SK0214,2017,ODPAD_TONY_KM2,2,

SK0214,2017,ODPAD_TONY_KM2,3,0.1

SK0214,2017,ODPAD_TONY_KM2,4,0.1

SK0214,2016,PROD_TONY,1,7.6

SK0214,2016,PROD_TONY,2,7.6

SK0214,2016,PROD_TONY,3,61.4

SK0214,2016,PROD_TONY,4,26.9

SK0214,2016,ODPAD_TONY_KM2,1,

SK0214,2016,ODPAD_TONY_KM2,2,

SK0214,2016,ODPAD_TONY_KM2,3,0.2

SK0214,2016,ODPAD_TONY_KM2,4,0.1

SK0214,2015,PROD_TONY,1,7.3

SK0214,2015,PROD_TONY,2,10.2

SK0214,2015,PROD_TONY,3,51.5

SK0214,2015,PROD_TONY,4,20.4

SK0214,2015,ODPAD_TONY_KM2,1,

SK0214,2015,ODPAD_TONY_KM2,2,

SK0214,2015,ODPAD_TONY_KM2,3,0.1

SK0214,2015,ODPAD_TONY_KM2,4,0.1

SK0214,2014,PROD_TONY,1,7

SK0214,2014,PROD_TONY,2,9.5

SK0214,2014,PROD_TONY,3,48.5

SK0214,2014,PROD_TONY,4,20.5

SK0214,2014,ODPAD_TONY_KM2,1,

SK0214,2014,ODPAD_TONY_KM2,2,

SK0214,2014,ODPAD_TONY_KM2,3,0.1

SK0214,2014,ODPAD_TONY_KM2,4,0.1

SK0214,2013,PROD_TONY,1,6.5

SK0214,2013,PROD_TONY,2,7.5

SK0214,2013,PROD_TONY,3,47.9

SK0214,2013,PROD_TONY,4,21.1

SK0214,2013,ODPAD_TONY_KM2,1,

SK0214,2013,ODPAD_TONY_KM2,2,

SK0214,2013,ODPAD_TONY_KM2,3,0.1

SK0214,2013,ODPAD_TONY_KM2,4,0.1

SK0214,2012,PROD_TONY,1,5.8

SK0214,2012,PROD_TONY,2,1.4

SK0214,2012,PROD_TONY,3,33

SK0214,2012,PROD_TONY,4,18.1

SK0214,2012,ODPAD_TONY_KM2,1,

SK0214,2012,ODPAD_TONY_KM2,2,

SK0214,2012,ODPAD_TONY_KM2,3,0.1

SK0214,2012,ODPAD_TONY_KM2,4,

SK0214,2011,PROD_TONY,1,4.9

SK0214,2011,PROD_TONY,2,0.3

SK0214,2011,PROD_TONY,3,31

SK0214,2011,PROD_TONY,4,16

SK0214,2011,ODPAD_TONY_KM2,1,

SK0214,2011,ODPAD_TONY_KM2,2,

SK0214,2011,ODPAD_TONY_KM2,3,0.1

SK0214,2011,ODPAD_TONY_KM2,4,

SK0214,2010,PROD_TONY,1,5.2

SK0214,2010,PROD_TONY,2,0.3

SK0214,2010,PROD_TONY,3,33.5

SK0214,2010,PROD_TONY,4,14.8

SK0214,2010,ODPAD_TONY_KM2,1,

SK0214,2010,ODPAD_TONY_KM2,2,

SK0214,2010,ODPAD_TONY_KM2,3,0.1

SK0214,2010,ODPAD_TONY_KM2,4,

SK0214,2009,PROD_TONY,1,4.4

SK0214,2009,PROD_TONY,2,0.3

SK0214,2009,PROD_TONY,3,31.1

SK0214,2009,PROD_TONY,4,13.4

SK0214,2009,ODPAD_TONY_KM2,1,

SK0214,2009,ODPAD_TONY_KM2,2,

SK0214,2009,ODPAD_TONY_KM2,3,0.1

SK0214,2009,ODPAD_TONY_KM2,4,

SK0214,2008,PROD_TONY,1,5.4

SK0214,2008,PROD_TONY,2,0.6

SK0214,2008,PROD_TONY,3,37.3

SK0214,2008,PROD_TONY,4,15.6

SK0214,2008,ODPAD_TONY_KM2,1,

SK0214,2008,ODPAD_TONY_KM2,2,

SK0214,2008,ODPAD_TONY_KM2,3,0.1

SK0214,2008,ODPAD_TONY_KM2,4,

SK0214,2007,PROD_TONY,1,4.6

SK0214,2007,PROD_TONY,2,0.8

SK0214,2007,PROD_TONY,3,40.3

SK0214,2007,PROD_TONY,4,16.4

SK0214,2007,ODPAD_TONY_KM2,1,

SK0214,2007,ODPAD_TONY_KM2,2,

SK0214,2007,ODPAD_TONY_KM2,3,0.1

SK0214,2007,ODPAD_TONY_KM2,4,

SK0214,2006,PROD_TONY,1,6

SK0214,2006,PROD_TONY,2,1.1

SK0214,2006,PROD_TONY,3,36

SK0214,2006,PROD_TONY,4,16

SK0214,2006,ODPAD_TONY_KM2,1,

SK0214,2006,ODPAD_TONY_KM2,2,

SK0214,2006,ODPAD_TONY_KM2,3,0.1

SK0214,2006,ODPAD_TONY_KM2,4,

SK0214,2005,PROD_TONY,1,9.2

SK0214,2005,PROD_TONY,2,2.8

SK0214,2005,PROD_TONY,3,42.9

SK0214,2005,PROD_TONY,4,24.9

SK0214,2005,ODPAD_TONY_KM2,1,

SK0214,2005,ODPAD_TONY_KM2,2,

SK0214,2005,ODPAD_TONY_KM2,3,0.1

SK0214,2005,ODPAD_TONY_KM2,4,0.1

SK0214,2004,PROD_TONY,1,8.9

SK0214,2004,PROD_TONY,2,13.2

SK0214,2004,PROD_TONY,3,45.5

SK0214,2004,PROD_TONY,4,36

SK0214,2004,ODPAD_TONY_KM2,1,

SK0214,2004,ODPAD_TONY_KM2,2,

SK0214,2004,ODPAD_TONY_KM2,3,0.1

SK0214,2004,ODPAD_TONY_KM2,4,0.1

SK0214,2003,PROD_TONY,1,13.1

SK0214,2003,PROD_TONY,2,4.1

SK0214,2003,PROD_TONY,3,49.3

SK0214,2003,PROD_TONY,4,36.4

SK0214,2003,ODPAD_TONY_KM2,1,

SK0214,2003,ODPAD_TONY_KM2,2,

SK0214,2003,ODPAD_TONY_KM2,3,0.1

SK0214,2003,ODPAD_TONY_KM2,4,0.1

SK0214,2002,PROD_TONY,1,13.6

SK0214,2002,PROD_TONY,2,3.3

SK0214,2002,PROD_TONY,3,50.4

SK0214,2002,PROD_TONY,4,40.4

SK0214,2002,ODPAD_TONY_KM2,1,

SK0214,2002,ODPAD_TONY_KM2,2,

SK0214,2002,ODPAD_TONY_KM2,3,0.1

SK0214,2002,ODPAD_TONY_KM2,4,0.1

SK0214,2001,PROD_TONY,1,16.8

SK0214,2001,PROD_TONY,2,3.8

SK0214,2001,PROD_TONY,3,55

SK0214,2001,PROD_TONY,4,37.6

SK0214,2001,ODPAD_TONY_KM2,1,

SK0214,2001,ODPAD_TONY_KM2,2,

SK0214,2001,ODPAD_TONY_KM2,3,0.1

SK0214,2001,ODPAD_TONY_KM2,4,0.1

SK0215,2019,PROD_TONY,1,344.3

SK0215,2019,PROD_TONY,2,37.9

SK0215,2019,PROD_TONY,3,770.7

SK0215,2019,PROD_TONY,4,2405

SK0215,2019,ODPAD_TONY_KM2,1,0.5

SK0215,2019,ODPAD_TONY_KM2,2,0.1

SK0215,2019,ODPAD_TONY_KM2,3,1.1

SK0215,2019,ODPAD_TONY_KM2,4,3.5

SK0215,2018,PROD_TONY,1,8.3

SK0215,2018,PROD_TONY,2,18.1

SK0215,2018,PROD_TONY,3,50.6

SK0215,2018,PROD_TONY,4,197.2

SK0215,2018,ODPAD_TONY_KM2,1,

SK0215,2018,ODPAD_TONY_KM2,2,

SK0215,2018,ODPAD_TONY_KM2,3,0.1

SK0215,2018,ODPAD_TONY_KM2,4,0.3

SK0215,2017,PROD_TONY,1,9.1

SK0215,2017,PROD_TONY,2,16.8

SK0215,2017,PROD_TONY,3,52.8

SK0215,2017,PROD_TONY,4,197.8

SK0215,2017,ODPAD_TONY_KM2,1,

SK0215,2017,ODPAD_TONY_KM2,2,

SK0215,2017,ODPAD_TONY_KM2,3,0.1

SK0215,2017,ODPAD_TONY_KM2,4,0.3

SK0215,2016,PROD_TONY,1,13.5

SK0215,2016,PROD_TONY,2,25.2

SK0215,2016,PROD_TONY,3,53.5

SK0215,2016,PROD_TONY,4,195.2

SK0215,2016,ODPAD_TONY_KM2,1,

SK0215,2016,ODPAD_TONY_KM2,2,

SK0215,2016,ODPAD_TONY_KM2,3,0.1

SK0215,2016,ODPAD_TONY_KM2,4,0.3

SK0215,2015,PROD_TONY,1,12.7

SK0215,2015,PROD_TONY,2,9.6

SK0215,2015,PROD_TONY,3,51.7

SK0215,2015,PROD_TONY,4,184.7

SK0215,2015,ODPAD_TONY_KM2,1,

SK0215,2015,ODPAD_TONY_KM2,2,

SK0215,2015,ODPAD_TONY_KM2,3,0.1

SK0215,2015,ODPAD_TONY_KM2,4,0.3

SK0215,2014,PROD_TONY,1,14.2

SK0215,2014,PROD_TONY,2,10.2

SK0215,2014,PROD_TONY,3,46.6

SK0215,2014,PROD_TONY,4,167.7

SK0215,2014,ODPAD_TONY_KM2,1,

SK0215,2014,ODPAD_TONY_KM2,2,

SK0215,2014,ODPAD_TONY_KM2,3,0.1

SK0215,2014,ODPAD_TONY_KM2,4,0.2

SK0215,2013,PROD_TONY,1,14.3

SK0215,2013,PROD_TONY,2,8.7

SK0215,2013,PROD_TONY,3,60.5

SK0215,2013,PROD_TONY,4,244.5

SK0215,2013,ODPAD_TONY_KM2,1,

SK0215,2013,ODPAD_TONY_KM2,2,

SK0215,2013,ODPAD_TONY_KM2,3,0.1

SK0215,2013,ODPAD_TONY_KM2,4,0.4

SK0215,2012,PROD_TONY,1,13.1

SK0215,2012,PROD_TONY,2,13.4

SK0215,2012,PROD_TONY,3,62.6

SK0215,2012,PROD_TONY,4,249.6

SK0215,2012,ODPAD_TONY_KM2,1,

SK0215,2012,ODPAD_TONY_KM2,2,

SK0215,2012,ODPAD_TONY_KM2,3,0.1

SK0215,2012,ODPAD_TONY_KM2,4,0.4

SK0215,2011,PROD_TONY,1,12.3

SK0215,2011,PROD_TONY,2,8.6

SK0215,2011,PROD_TONY,3,58.1

SK0215,2011,PROD_TONY,4,237.4

SK0215,2011,ODPAD_TONY_KM2,1,

SK0215,2011,ODPAD_TONY_KM2,2,

SK0215,2011,ODPAD_TONY_KM2,3,0.1

SK0215,2011,ODPAD_TONY_KM2,4,0.3

SK0215,2010,PROD_TONY,1,12.8

SK0215,2010,PROD_TONY,2,19.9

SK0215,2010,PROD_TONY,3,60.3

SK0215,2010,PROD_TONY,4,205.1

SK0215,2010,ODPAD_TONY_KM2,1,

SK0215,2010,ODPAD_TONY_KM2,2,

SK0215,2010,ODPAD_TONY_KM2,3,0.1

SK0215,2010,ODPAD_TONY_KM2,4,0.3

SK0215,2009,PROD_TONY,1,9.2

SK0215,2009,PROD_TONY,2,16.5

SK0215,2009,PROD_TONY,3,34.7

SK0215,2009,PROD_TONY,4,47

SK0215,2009,ODPAD_TONY_KM2,1,

SK0215,2009,ODPAD_TONY_KM2,2,

SK0215,2009,ODPAD_TONY_KM2,3,0.1

SK0215,2009,ODPAD_TONY_KM2,4,0.1

SK0215,2008,PROD_TONY,1,10.5

SK0215,2008,PROD_TONY,2,18.6

SK0215,2008,PROD_TONY,3,35.5

SK0215,2008,PROD_TONY,4,30.3

SK0215,2008,ODPAD_TONY_KM2,1,

SK0215,2008,ODPAD_TONY_KM2,2,

SK0215,2008,ODPAD_TONY_KM2,3,0.1

SK0215,2008,ODPAD_TONY_KM2,4,

SK0215,2007,PROD_TONY,1,13.2

SK0215,2007,PROD_TONY,2,15.2

SK0215,2007,PROD_TONY,3,40.7

SK0215,2007,PROD_TONY,4,39.8

SK0215,2007,ODPAD_TONY_KM2,1,

SK0215,2007,ODPAD_TONY_KM2,2,

SK0215,2007,ODPAD_TONY_KM2,3,0.1

SK0215,2007,ODPAD_TONY_KM2,4,0.1

SK0215,2006,PROD_TONY,1,16

SK0215,2006,PROD_TONY,2,12.1

SK0215,2006,PROD_TONY,3,44.3

SK0215,2006,PROD_TONY,4,38.8

SK0215,2006,ODPAD_TONY_KM2,1,

SK0215,2006,ODPAD_TONY_KM2,2,

SK0215,2006,ODPAD_TONY_KM2,3,0.1

SK0215,2006,ODPAD_TONY_KM2,4,0.1

SK0215,2005,PROD_TONY,1,13.5

SK0215,2005,PROD_TONY,2,22.2

SK0215,2005,PROD_TONY,3,52.7

SK0215,2005,PROD_TONY,4,54

SK0215,2005,ODPAD_TONY_KM2,1,

SK0215,2005,ODPAD_TONY_KM2,2,

SK0215,2005,ODPAD_TONY_KM2,3,0.1

SK0215,2005,ODPAD_TONY_KM2,4,0.1

SK0215,2004,PROD_TONY,1,12.2

SK0215,2004,PROD_TONY,2,27.2

SK0215,2004,PROD_TONY,3,65.5

SK0215,2004,PROD_TONY,4,53.4

SK0215,2004,ODPAD_TONY_KM2,1,

SK0215,2004,ODPAD_TONY_KM2,2,

SK0215,2004,ODPAD_TONY_KM2,3,0.1

SK0215,2004,ODPAD_TONY_KM2,4,0.1

SK0215,2003,PROD_TONY,1,16

SK0215,2003,PROD_TONY,2,45.4

SK0215,2003,PROD_TONY,3,85.8

SK0215,2003,PROD_TONY,4,56.6

SK0215,2003,ODPAD_TONY_KM2,1,

SK0215,2003,ODPAD_TONY_KM2,2,0.1

SK0215,2003,ODPAD_TONY_KM2,3,0.1

SK0215,2003,ODPAD_TONY_KM2,4,0.1

SK0215,2002,PROD_TONY,1,22.7

SK0215,2002,PROD_TONY,2,52.2

SK0215,2002,PROD_TONY,3,96.5

SK0215,2002,PROD_TONY,4,90.9

SK0215,2002,ODPAD_TONY_KM2,1,

SK0215,2002,ODPAD_TONY_KM2,2,0.1

SK0215,2002,ODPAD_TONY_KM2,3,0.1

SK0215,2002,ODPAD_TONY_KM2,4,0.1

SK0215,2001,PROD_TONY,1,32.3

SK0215,2001,PROD_TONY,2,55.7

SK0215,2001,PROD_TONY,3,102.1

SK0215,2001,PROD_TONY,4,135.3

SK0215,2001,ODPAD_TONY_KM2,1,

SK0215,2001,ODPAD_TONY_KM2,2,0.1

SK0215,2001,ODPAD_TONY_KM2,3,0.1

SK0215,2001,ODPAD_TONY_KM2,4,0.2

SK0216,2019,PROD_TONY,1,200.1

SK0216,2019,PROD_TONY,2,11.4

SK0216,2019,PROD_TONY,3,388.5

SK0216,2019,PROD_TONY,4,1356.8

SK0216,2019,ODPAD_TONY_KM2,1,0.6

SK0216,2019,ODPAD_TONY_KM2,2,

SK0216,2019,ODPAD_TONY_KM2,3,1.1

SK0216,2019,ODPAD_TONY_KM2,4,3.8

SK0216,2018,PROD_TONY,1,6.1

SK0216,2018,PROD_TONY,2,0.5

SK0216,2018,PROD_TONY,3,25.2

SK0216,2018,PROD_TONY,4,10.9

SK0216,2018,ODPAD_TONY_KM2,1,

