

Kraj,Rok,Typ,BordelTyp,Hodnota

SK0417,2006,ODPAD_TONY_KM2,2,

SK0417,2006,ODPAD_TONY_KM2,3,0.2

SK0417,2006,ODPAD_TONY_KM2,4,0.6

SK0417,2005,PROD_TONY,1,197.2

SK0417,2005,PROD_TONY,2,8.2

SK0417,2005,PROD_TONY,3,344.9

SK0417,2005,PROD_TONY,4,869.4

SK0417,2005,ODPAD_TONY_KM2,1,0.2

SK0417,2005,ODPAD_TONY_KM2,2,

SK0417,2005,ODPAD_TONY_KM2,3,0.4

SK0417,2005,ODPAD_TONY_KM2,4,0.9

SK0417,2004,PROD_TONY,1,173.1

SK0417,2004,PROD_TONY,2,15.4

SK0417,2004,PROD_TONY,3,343

SK0417,2004,PROD_TONY,4,814

SK0417,2004,ODPAD_TONY_KM2,1,0.2

SK0417,2004,ODPAD_TONY_KM2,2,

SK0417,2004,ODPAD_TONY_KM2,3,0.4

SK0417,2004,ODPAD_TONY_KM2,4,0.9

SK0417,2003,PROD_TONY,1,139

SK0417,2003,PROD_TONY,2,22.8

SK0417,2003,PROD_TONY,3,245

SK0417,2003,PROD_TONY,4,354.2

SK0417,2003,ODPAD_TONY_KM2,1,0.1

SK0417,2003,ODPAD_TONY_KM2,2,

SK0417,2003,ODPAD_TONY_KM2,3,0.3

SK0417,2003,ODPAD_TONY_KM2,4,0.4

SK0417,2002,PROD_TONY,1,98.8

SK0417,2002,PROD_TONY,2,24.9

SK0417,2002,PROD_TONY,3,260.5

SK0417,2002,PROD_TONY,4,484.6

SK0417,2002,ODPAD_TONY_KM2,1,0.1

SK0417,2002,ODPAD_TONY_KM2,2,

SK0417,2002,ODPAD_TONY_KM2,3,0.3

SK0417,2002,ODPAD_TONY_KM2,4,0.5

SK0417,2001,PROD_TONY,1,152.5

SK0417,2001,PROD_TONY,2,44.4

SK0417,2001,PROD_TONY,3,279.8

SK0417,2001,PROD_TONY,4,774.4

SK0417,2001,ODPAD_TONY_KM2,1,0.2

SK0417,2001,ODPAD_TONY_KM2,2,

SK0417,2001,ODPAD_TONY_KM2,3,0.3

SK0417,2001,ODPAD_TONY_KM2,4,0.8

SK0418,2019,PROD_TONY,1,244.7

SK0418,2019,PROD_TONY,2,19.4

SK0418,2019,PROD_TONY,3,211.5

SK0418,2019,PROD_TONY,4,2358.9

SK0418,2019,ODPAD_TONY_KM2,1,0.4

SK0418,2019,ODPAD_TONY_KM2,2,

SK0418,2019,ODPAD_TONY_KM2,3,0.4

SK0418,2019,ODPAD_TONY_KM2,4,4.3

SK0418,2018,PROD_TONY,1,3.1

SK0418,2018,PROD_TONY,2,0.4

SK0418,2018,PROD_TONY,3,14.2

SK0418,2018,PROD_TONY,4,10.7

SK0418,2018,ODPAD_TONY_KM2,1,

SK0418,2018,ODPAD_TONY_KM2,2,

SK0418,2018,ODPAD_TONY_KM2,3,

SK0418,2018,ODPAD_TONY_KM2,4,

SK0418,2017,PROD_TONY,1,4

SK0418,2017,PROD_TONY,2,

SK0418,2017,PROD_TONY,3,16

SK0418,2017,PROD_TONY,4,12.4

SK0418,2017,ODPAD_TONY_KM2,1,

SK0418,2017,ODPAD_TONY_KM2,2,

SK0418,2017,ODPAD_TONY_KM2,3,

SK0418,2017,ODPAD_TONY_KM2,4,

SK0418,2016,PROD_TONY,1,3.7

SK0418,2016,PROD_TONY,2,0.1

SK0418,2016,PROD_TONY,3,15.4

SK0418,2016,PROD_TONY,4,11

SK0418,2016,ODPAD_TONY_KM2,1,

SK0418,2016,ODPAD_TONY_KM2,2,

SK0418,2016,ODPAD_TONY_KM2,3,

SK0418,2016,ODPAD_TONY_KM2,4,

SK0418,2015,PROD_TONY,1,4.4

SK0418,2015,PROD_TONY,2,0.1

SK0418,2015,PROD_TONY,3,17.3

SK0418,2015,PROD_TONY,4,14.2

SK0418,2015,ODPAD_TONY_KM2,1,

SK0418,2015,ODPAD_TONY_KM2,2,

SK0418,2015,ODPAD_TONY_KM2,3,

SK0418,2015,ODPAD_TONY_KM2,4,

SK0418,2014,PROD_TONY,1,5.3

SK0418,2014,PROD_TONY,2,0.1

SK0418,2014,PROD_TONY,3,19

SK0418,2014,PROD_TONY,4,15.7

SK0418,2014,ODPAD_TONY_KM2,1,

SK0418,2014,ODPAD_TONY_KM2,2,

SK0418,2014,ODPAD_TONY_KM2,3,

SK0418,2014,ODPAD_TONY_KM2,4,

SK0418,2013,PROD_TONY,1,5.4

SK0418,2013,PROD_TONY,2,0.1

SK0418,2013,PROD_TONY,3,18.3

SK0418,2013,PROD_TONY,4,14.8

SK0418,2013,ODPAD_TONY_KM2,1,

SK0418,2013,ODPAD_TONY_KM2,2,

SK0418,2013,ODPAD_TONY_KM2,3,

SK0418,2013,ODPAD_TONY_KM2,4,

SK0418,2012,PROD_TONY,1,5.1

SK0418,2012,PROD_TONY,2,0.1

SK0418,2012,PROD_TONY,3,18.2

SK0418,2012,PROD_TONY,4,14.8

SK0418,2012,ODPAD_TONY_KM2,1,

SK0418,2012,ODPAD_TONY_KM2,2,

SK0418,2012,ODPAD_TONY_KM2,3,

SK0418,2012,ODPAD_TONY_KM2,4,

SK0418,2011,PROD_TONY,1,5

SK0418,2011,PROD_TONY,2,0.1

SK0418,2011,PROD_TONY,3,18.2

SK0418,2011,PROD_TONY,4,10.1

SK0418,2011,ODPAD_TONY_KM2,1,

SK0418,2011,ODPAD_TONY_KM2,2,

SK0418,2011,ODPAD_TONY_KM2,3,

SK0418,2011,ODPAD_TONY_KM2,4,

SK0418,2010,PROD_TONY,1,5.6

SK0418,2010,PROD_TONY,2,1.3

SK0418,2010,PROD_TONY,3,18.1

SK0418,2010,PROD_TONY,4,15.8

SK0418,2010,ODPAD_TONY_KM2,1,

SK0418,2010,ODPAD_TONY_KM2,2,

SK0418,2010,ODPAD_TONY_KM2,3,

SK0418,2010,ODPAD_TONY_KM2,4,

SK0418,2009,PROD_TONY,1,4.8

SK0418,2009,PROD_TONY,2,4.1

SK0418,2009,PROD_TONY,3,17.3

SK0418,2009,PROD_TONY,4,17.3

SK0418,2009,ODPAD_TONY_KM2,1,

SK0418,2009,ODPAD_TONY_KM2,2,

SK0418,2009,ODPAD_TONY_KM2,3,

SK0418,2009,ODPAD_TONY_KM2,4,

SK0418,2008,PROD_TONY,1,5.5

SK0418,2008,PROD_TONY,2,4.9

SK0418,2008,PROD_TONY,3,20

SK0418,2008,PROD_TONY,4,14

SK0418,2008,ODPAD_TONY_KM2,1,

SK0418,2008,ODPAD_TONY_KM2,2,

SK0418,2008,ODPAD_TONY_KM2,3,

SK0418,2008,ODPAD_TONY_KM2,4,

SK0418,2007,PROD_TONY,1,4.7

SK0418,2007,PROD_TONY,2,4.7

SK0418,2007,PROD_TONY,3,21.4

SK0418,2007,PROD_TONY,4,16

SK0418,2007,ODPAD_TONY_KM2,1,

SK0418,2007,ODPAD_TONY_KM2,2,

SK0418,2007,ODPAD_TONY_KM2,3,

SK0418,2007,ODPAD_TONY_KM2,4,

SK0418,2006,PROD_TONY,1,4.4

SK0418,2006,PROD_TONY,2,5.1

SK0418,2006,PROD_TONY,3,21.7

SK0418,2006,PROD_TONY,4,17.1

SK0418,2006,ODPAD_TONY_KM2,1,

SK0418,2006,ODPAD_TONY_KM2,2,

SK0418,2006,ODPAD_TONY_KM2,3,

SK0418,2006,ODPAD_TONY_KM2,4,

SK0418,2005,PROD_TONY,1,4.6

SK0418,2005,PROD_TONY,2,8.2

SK0418,2005,PROD_TONY,3,22.9

SK0418,2005,PROD_TONY,4,22

SK0418,2005,ODPAD_TONY_KM2,1,

SK0418,2005,ODPAD_TONY_KM2,2,

SK0418,2005,ODPAD_TONY_KM2,3,

SK0418,2005,ODPAD_TONY_KM2,4,

SK0418,2004,PROD_TONY,1,6.1

SK0418,2004,PROD_TONY,2,10.6

SK0418,2004,PROD_TONY,3,23.1

SK0418,2004,PROD_TONY,4,20.2

SK0418,2004,ODPAD_TONY_KM2,1,

SK0418,2004,ODPAD_TONY_KM2,2,

SK0418,2004,ODPAD_TONY_KM2,3,

SK0418,2004,ODPAD_TONY_KM2,4,

SK0418,2003,PROD_TONY,1,15.7

SK0418,2003,PROD_TONY,2,9.3

SK0418,2003,PROD_TONY,3,27.6

SK0418,2003,PROD_TONY,4,64

SK0418,2003,ODPAD_TONY_KM2,1,

SK0418,2003,ODPAD_TONY_KM2,2,

SK0418,2003,ODPAD_TONY_KM2,3,0.1

SK0418,2003,ODPAD_TONY_KM2,4,0.1

SK0418,2002,PROD_TONY,1,20.7

SK0418,2002,PROD_TONY,2,15.1

SK0418,2002,PROD_TONY,3,41.8

SK0418,2002,PROD_TONY,4,97.1

SK0418,2002,ODPAD_TONY_KM2,1,

SK0418,2002,ODPAD_TONY_KM2,2,

SK0418,2002,ODPAD_TONY_KM2,3,0.1

SK0418,2002,ODPAD_TONY_KM2,4,0.2

SK0418,2001,PROD_TONY,1,23.5

SK0418,2001,PROD_TONY,2,18.4

SK0418,2001,PROD_TONY,3,40.4

SK0418,2001,PROD_TONY,4,112.7

SK0418,2001,ODPAD_TONY_KM2,1,

SK0418,2001,ODPAD_TONY_KM2,2,

SK0418,2001,ODPAD_TONY_KM2,3,0.1

SK0418,2001,ODPAD_TONY_KM2,4,0.2

SK0419,2019,PROD_TONY,1,328

SK0419,2019,PROD_TONY,2,20.2

SK0419,2019,PROD_TONY,3,303.6

SK0419,2019,PROD_TONY,4,2502.2

SK0419,2019,ODPAD_TONY_KM2,1,0.4

SK0419,2019,ODPAD_TONY_KM2,2,

SK0419,2019,ODPAD_TONY_KM2,3,0.4

SK0419,2019,ODPAD_TONY_KM2,4,3.1

SK0419,2018,PROD_TONY,1,12.8

SK0419,2018,PROD_TONY,2,0.2

SK0419,2018,PROD_TONY,3,33

SK0419,2018,PROD_TONY,4,65.9

SK0419,2018,ODPAD_TONY_KM2,1,

SK0419,2018,ODPAD_TONY_KM2,2,

SK0419,2018,ODPAD_TONY_KM2,3,

SK0419,2018,ODPAD_TONY_KM2,4,0.1

SK0419,2017,PROD_TONY,1,14.3

SK0419,2017,PROD_TONY,2,0.2

SK0419,2017,PROD_TONY,3,36.6

SK0419,2017,PROD_TONY,4,79.8

SK0419,2017,ODPAD_TONY_KM2,1,

SK0419,2017,ODPAD_TONY_KM2,2,

SK0419,2017,ODPAD_TONY_KM2,3,

SK0419,2017,ODPAD_TONY_KM2,4,0.1

SK0419,2016,PROD_TONY,1,13.8

SK0419,2016,PROD_TONY,2,0.2

SK0419,2016,PROD_TONY,3,35.8

SK0419,2016,PROD_TONY,4,76.9

SK0419,2016,ODPAD_TONY_KM2,1,

SK0419,2016,ODPAD_TONY_KM2,2,

SK0419,2016,ODPAD_TONY_KM2,3,

SK0419,2016,ODPAD_TONY_KM2,4,0.1

SK0419,2015,PROD_TONY,1,14

SK0419,2015,PROD_TONY,2,0.2

SK0419,2015,PROD_TONY,3,36.5

SK0419,2015,PROD_TONY,4,72.1

SK0419,2015,ODPAD_TONY_KM2,1,

SK0419,2015,ODPAD_TONY_KM2,2,

SK0419,2015,ODPAD_TONY_KM2,3,

SK0419,2015,ODPAD_TONY_KM2,4,0.1

SK0419,2014,PROD_TONY,1,12.9

SK0419,2014,PROD_TONY,2,0.2

SK0419,2014,PROD_TONY,3,44

SK0419,2014,PROD_TONY,4,65.6

SK0419,2014,ODPAD_TONY_KM2,1,

SK0419,2014,ODPAD_TONY_KM2,2,

SK0419,2014,ODPAD_TONY_KM2,3,0.1

SK0419,2014,ODPAD_TONY_KM2,4,0.1

SK0419,2013,PROD_TONY,1,12.5

SK0419,2013,PROD_TONY,2,70

SK0419,2013,PROD_TONY,3,90.1

SK0419,2013,PROD_TONY,4,82.6

SK0419,2013,ODPAD_TONY_KM2,1,

SK0419,2013,ODPAD_TONY_KM2,2,0.1

SK0419,2013,ODPAD_TONY_KM2,3,0.1

SK0419,2013,ODPAD_TONY_KM2,4,0.1

SK0419,2012,PROD_TONY,1,11.3

SK0419,2012,PROD_TONY,2,120.8

SK0419,2012,PROD_TONY,3,101.2

SK0419,2012,PROD_TONY,4,92.3

SK0419,2012,ODPAD_TONY_KM2,1,

SK0419,2012,ODPAD_TONY_KM2,2,0.2

SK0419,2012,ODPAD_TONY_KM2,3,0.1

SK0419,2012,ODPAD_TONY_KM2,4,0.1

SK0419,2011,PROD_TONY,1,12.4

SK0419,2011,PROD_TONY,2,87.3

SK0419,2011,PROD_TONY,3,102.9

SK0419,2011,PROD_TONY,4,104.2

SK0419,2011,ODPAD_TONY_KM2,1,

SK0419,2011,ODPAD_TONY_KM2,2,0.1

SK0419,2011,ODPAD_TONY_KM2,3,0.1

SK0419,2011,ODPAD_TONY_KM2,4,0.1

SK0419,2010,PROD_TONY,1,12.8

SK0419,2010,PROD_TONY,2,83.6

SK0419,2010,PROD_TONY,3,106.4

SK0419,2010,PROD_TONY,4,97.4

SK0419,2010,ODPAD_TONY_KM2,1,

SK0419,2010,ODPAD_TONY_KM2,2,0.1

SK0419,2010,ODPAD_TONY_KM2,3,0.1

SK0419,2010,ODPAD_TONY_KM2,4,0.1

SK0419,2009,PROD_TONY,1,12.1

SK0419,2009,PROD_TONY,2,112.2

SK0419,2009,PROD_TONY,3,107.2

SK0419,2009,PROD_TONY,4,82.3

SK0419,2009,ODPAD_TONY_KM2,1,

SK0419,2009,ODPAD_TONY_KM2,2,0.1

SK0419,2009,ODPAD_TONY_KM2,3,0.1

SK0419,2009,ODPAD_TONY_KM2,4,0.1

SK0419,2008,PROD_TONY,1,12.5

SK0419,2008,PROD_TONY,2,106.2

SK0419,2008,PROD_TONY,3,104.6

SK0419,2008,PROD_TONY,4,84.3

SK0419,2008,ODPAD_TONY_KM2,1,

SK0419,2008,ODPAD_TONY_KM2,2,0.1

SK0419,2008,ODPAD_TONY_KM2,3,0.1

SK0419,2008,ODPAD_TONY_KM2,4,0.1

SK0419,2007,PROD_TONY,1,15

SK0419,2007,PROD_TONY,2,92.3

SK0419,2007,PROD_TONY,3,97

SK0419,2007,PROD_TONY,4,90.1

SK0419,2007,ODPAD_TONY_KM2,1,

SK0419,2007,ODPAD_TONY_KM2,2,0.1

SK0419,2007,ODPAD_TONY_KM2,3,0.1

SK0419,2007,ODPAD_TONY_KM2,4,0.1

SK0419,2006,PROD_TONY,1,58.8

SK0419,2006,PROD_TONY,2,114.8

SK0419,2006,PROD_TONY,3,89.5

SK0419,2006,PROD_TONY,4,69.1

SK0419,2006,ODPAD_TONY_KM2,1,0.1

SK0419,2006,ODPAD_TONY_KM2,2,0.1

SK0419,2006,ODPAD_TONY_KM2,3,0.1

SK0419,2006,ODPAD_TONY_KM2,4,0.1

SK0419,2005,PROD_TONY,1,77.9

SK0419,2005,PROD_TONY,2,326.4

SK0419,2005,PROD_TONY,3,187.2

SK0419,2005,PROD_TONY,4,199.3

SK0419,2005,ODPAD_TONY_KM2,1,0.1

SK0419,2005,ODPAD_TONY_KM2,2,0.4

SK0419,2005,ODPAD_TONY_KM2,3,0.2

SK0419,2005,ODPAD_TONY_KM2,4,0.2

SK0419,2004,PROD_TONY,1,79.8

SK0419,2004,PROD_TONY,2,262.5

SK0419,2004,PROD_TONY,3,198.4

SK0419,2004,PROD_TONY,4,317.3

SK0419,2004,ODPAD_TONY_KM2,1,0.1

SK0419,2004,ODPAD_TONY_KM2,2,0.3

SK0419,2004,ODPAD_TONY_KM2,3,0.2

SK0419,2004,ODPAD_TONY_KM2,4,0.4

SK0419,2003,PROD_TONY,1,80.1

SK0419,2003,PROD_TONY,2,283.5

SK0419,2003,PROD_TONY,3,199.9

SK0419,2003,PROD_TONY,4,364.5

SK0419,2003,ODPAD_TONY_KM2,1,0.1

SK0419,2003,ODPAD_TONY_KM2,2,0.4

SK0419,2003,ODPAD_TONY_KM2,3,0.2

SK0419,2003,ODPAD_TONY_KM2,4,0.5

SK0419,2002,PROD_TONY,1,82.9

SK0419,2002,PROD_TONY,2,280.7

SK0419,2002,PROD_TONY,3,196.2

SK0419,2002,PROD_TONY,4,272.6

SK0419,2002,ODPAD_TONY_KM2,1,0.1

SK0419,2002,ODPAD_TONY_KM2,2,0.3

SK0419,2002,ODPAD_TONY_KM2,3,0.2

SK0419,2002,ODPAD_TONY_KM2,4,0.3

SK0419,2001,PROD_TONY,1,103.2

SK0419,2001,PROD_TONY,2,318.2

SK0419,2001,PROD_TONY,3,219.9

SK0419,2001,PROD_TONY,4,261

SK0419,2001,ODPAD_TONY_KM2,1,0.1

SK0419,2001,ODPAD_TONY_KM2,2,0.4

SK0419,2001,ODPAD_TONY_KM2,3,0.3

SK0419,2001,ODPAD_TONY_KM2,4,0.3

SK041A,2019,PROD_TONY,1,361.7

SK041A,2019,PROD_TONY,2,25.3

SK041A,2019,PROD_TONY,3,347

SK041A,2019,PROD_TONY,4,3052.9

SK041A,2019,ODPAD_TONY_KM2,1,0.5

SK041A,2019,ODPAD_TONY_KM2,2,

SK041A,2019,ODPAD_TONY_KM2,3,0.5

SK041A,2019,ODPAD_TONY_KM2,4,4.3

SK041A,2018,PROD_TONY,1,2.7

SK041A,2018,PROD_TONY,2,0.2

SK041A,2018,PROD_TONY,3,20.4

SK041A,2018,PROD_TONY,4,6.7

SK041A,2018,ODPAD_TONY_KM2,1,

SK041A,2018,ODPAD_TONY_KM2,2,

SK041A,2018,ODPAD_TONY_KM2,3,

SK041A,2018,ODPAD_TONY_KM2,4,

SK041A,2017,PROD_TONY,1,2.5

SK041A,2017,PROD_TONY,2,0.2

SK041A,2017,PROD_TONY,3,21

SK041A,2017,PROD_TONY,4,6.8

SK041A,2017,ODPAD_TONY_KM2,1,

SK041A,2017,ODPAD_TONY_KM2,2,

SK041A,2017,ODPAD_TONY_KM2,3,

SK041A,2017,ODPAD_TONY_KM2,4,

SK041A,2016,PROD_TONY,1,2.1

SK041A,2016,PROD_TONY,2,9.6

SK041A,2016,PROD_TONY,3,23.2

SK041A,2016,PROD_TONY,4,7.1

SK041A,2016,ODPAD_TONY_KM2,1,

SK041A,2016,ODPAD_TONY_KM2,2,

SK041A,2016,ODPAD_TONY_KM2,3,

SK041A,2016,ODPAD_TONY_KM2,4,

SK041A,2015,PROD_TONY,1,3.1

SK041A,2015,PROD_TONY,2,8.9

SK041A,2015,PROD_TONY,3,22.7

SK041A,2015,PROD_TONY,4,11.6

SK041A,2015,ODPAD_TONY_KM2,1,

SK041A,2015,ODPAD_TONY_KM2,2,

SK041A,2015,ODPAD_TONY_KM2,3,

SK041A,2015,ODPAD_TONY_KM2,4,

SK041A,2014,PROD_TONY,1,3.2

SK041A,2014,PROD_TONY,2,11.2

SK041A,2014,PROD_TONY,3,24.1

SK041A,2014,PROD_TONY,4,15.1

SK041A,2014,ODPAD_TONY_KM2,1,

SK041A,2014,ODPAD_TONY_KM2,2,

SK041A,2014,ODPAD_TONY_KM2,3,

SK041A,2014,ODPAD_TONY_KM2,4,

SK041A,2013,PROD_TONY,1,3.4

SK041A,2013,PROD_TONY,2,11.7

SK041A,2013,PROD_TONY,3,24.1

SK041A,2013,PROD_TONY,4,16.4

SK041A,2013,ODPAD_TONY_KM2,1,

SK041A,2013,ODPAD_TONY_KM2,2,

SK041A,2013,ODPAD_TONY_KM2,3,

SK041A,2013,ODPAD_TONY_KM2,4,

SK041A,2012,PROD_TONY,1,5.2

SK041A,2012,PROD_TONY,2,10.8

SK041A,2012,PROD_TONY,3,25.7

SK041A,2012,PROD_TONY,4,18

SK041A,2012,ODPAD_TONY_KM2,1,

SK041A,2012,ODPAD_TONY_KM2,2,

SK041A,2012,ODPAD_TONY_KM2,3,

SK041A,2012,ODPAD_TONY_KM2,4,

SK041A,2011,PROD_TONY,1,5.6

SK041A,2011,PROD_TONY,2,7.8

SK041A,2011,PROD_TONY,3,20.2

SK041A,2011,PROD_TONY,4,19.8

SK041A,2011,ODPAD_TONY_KM2,1,

SK041A,2011,ODPAD_TONY_KM2,2,

SK041A,2011,ODPAD_TONY_KM2,3,

SK041A,2011,ODPAD_TONY_KM2,4,

SK041A,2010,PROD_TONY,1,6.7

SK041A,2010,PROD_TONY,2,5.6

SK041A,2010,PROD_TONY,3,19

SK041A,2010,PROD_TONY,4,33.4

SK041A,2010,ODPAD_TONY_KM2,1,

SK041A,2010,ODPAD_TONY_KM2,2,

SK041A,2010,ODPAD_TONY_KM2,3,

SK041A,2010,ODPAD_TONY_KM2,4,

SK041A,2009,PROD_TONY,1,7.8

SK041A,2009,PROD_TONY,2,6.9

SK041A,2009,PROD_TONY,3,18.1

SK041A,2009,PROD_TONY,4,34.7

SK041A,2009,ODPAD_TONY_KM2,1,

SK041A,2009,ODPAD_TONY_KM2,2,

SK041A,2009,ODPAD_TONY_KM2,3,

SK041A,2009,ODPAD_TONY_KM2,4,

SK041A,2008,PROD_TONY,1,7.9

SK041A,2008,PROD_TONY,2,6.9

SK041A,2008,PROD_TONY,3,18

SK041A,2008,PROD_TONY,4,32.9

SK041A,2008,ODPAD_TONY_KM2,1,

SK041A,2008,ODPAD_TONY_KM2,2,

SK041A,2008,ODPAD_TONY_KM2,3,

SK041A,2008,ODPAD_TONY_KM2,4,

SK041A,2007,PROD_TONY,1,9.7

SK041A,2007,PROD_TONY,2,6.8

SK041A,2007,PROD_TONY,3,17.1

SK041A,2007,PROD_TONY,4,42.4

SK041A,2007,ODPAD_TONY_KM2,1,

SK041A,2007,ODPAD_TONY_KM2,2,

SK041A,2007,ODPAD_TONY_KM2,3,

SK041A,2007,ODPAD_TONY_KM2,4,0.1

SK041A,2006,PROD_TONY,1,17.4

SK041A,2006,PROD_TONY,2,16.8

SK041A,2006,PROD_TONY,3,20.4

SK041A,2006,PROD_TONY,4,60.5

SK041A,2006,ODPAD_TONY_KM2,1,

SK041A,2006,ODPAD_TONY_KM2,2,

SK041A,2006,ODPAD_TONY_KM2,3,

SK041A,2006,ODPAD_TONY_KM2,4,0.1

SK041A,2005,PROD_TONY,1,22.3

SK041A,2005,PROD_TONY,2,26.1

SK041A,2005,PROD_TONY,3,22.3

SK041A,2005,PROD_TONY,4,63.2

SK041A,2005,ODPAD_TONY_KM2,1,

SK041A,2005,ODPAD_TONY_KM2,2,

SK041A,2005,ODPAD_TONY_KM2,3,

SK041A,2005,ODPAD_TONY_KM2,4,0.1

SK041A,2004,PROD_TONY,1,26.9

SK041A,2004,PROD_TONY,2,33.7

SK041A,2004,PROD_TONY,3,25.5

SK041A,2004,PROD_TONY,4,70.3

SK041A,2004,ODPAD_TONY_KM2,1,

SK041A,2004,ODPAD_TONY_KM2,2,

SK041A,2004,ODPAD_TONY_KM2,3,

SK041A,2004,ODPAD_TONY_KM2,4,0.1

SK041A,2003,PROD_TONY,1,29.8

SK041A,2003,PROD_TONY,2,36.4

SK041A,2003,PROD_TONY,3,26.3

SK041A,2003,PROD_TONY,4,73.3

SK041A,2003,ODPAD_TONY_KM2,1,

SK041A,2003,ODPAD_TONY_KM2,2,0.1

SK041A,2003,ODPAD_TONY_KM2,3,

SK041A,2003,ODPAD_TONY_KM2,4,0.1

SK041A,2002,PROD_TONY,1,32.2

SK041A,2002,PROD_TONY,2,38.4

SK041A,2002,PROD_TONY,3,26

SK041A,2002,PROD_TONY,4,83.5

SK041A,2002,ODPAD_TONY_KM2,1,

SK041A,2002,ODPAD_TONY_KM2,2,0.1

SK041A,2002,ODPAD_TONY_KM2,3,

SK041A,2002,ODPAD_TONY_KM2,4,0.1

SK041A,2001,PROD_TONY,1,35.6

SK041A,2001,PROD_TONY,2,51.3

SK041A,2001,PROD_TONY,3,28.8

SK041A,2001,PROD_TONY,4,117.3

SK041A,2001,ODPAD_TONY_KM2,1,0.1

SK041A,2001,ODPAD_TONY_KM2,2,0.1

SK041A,2001,ODPAD_TONY_KM2,3,

SK041A,2001,ODPAD_TONY_KM2,4,0.2

SK041B,2019,PROD_TONY,1,125.7

SK041B,2019,PROD_TONY,2,7.7

SK041B,2019,PROD_TONY,3,213.3

SK041B,2019,PROD_TONY,4,921.2

SK041B,2019,ODPAD_TONY_KM2,1,0.3

SK041B,2019,ODPAD_TONY_KM2,2,

SK041B,2019,ODPAD_TONY_KM2,3,0.5

SK041B,2019,ODPAD_TONY_KM2,4,2.4

SK041B,2018,PROD_TONY,1,0.4

SK041B,2018,PROD_TONY,2,0.1

SK041B,2018,PROD_TONY,3,3.1

SK041B,2018,PROD_TONY,4,1.2

SK041B,2018,ODPAD_TONY_KM2,1,

SK041B,2018,ODPAD_TONY_KM2,2,

SK041B,2018,ODPAD_TONY_KM2,3,

SK041B,2018,ODPAD_TONY_KM2,4,

SK041B,2017,PROD_TONY,1,0.4

SK041B,2017,PROD_TONY,2,0.3

SK041B,2017,PROD_TONY,3,3.9

SK041B,2017,PROD_TONY,4,1.5

SK041B,2017,ODPAD_TONY_KM2,1,

SK041B,2017,ODPAD_TONY_KM2,2,

SK041B,2017,ODPAD_TONY_KM2,3,

SK041B,2017,ODPAD_TONY_KM2,4,

SK041B,2016,PROD_TONY,1,0.4

SK041B,2016,PROD_TONY,2,0.2

SK041B,2016,PROD_TONY,3,3.8

SK041B,2016,PROD_TONY,4,1.5

SK041B,2016,ODPAD_TONY_KM2,1,

SK041B,2016,ODPAD_TONY_KM2,2,

SK041B,2016,ODPAD_TONY_KM2,3,

SK041B,2016,ODPAD_TONY_KM2,4,

SK041B,2015,PROD_TONY,1,0.7

SK041B,2015,PROD_TONY,2,

SK041B,2015,PROD_TONY,3,3.8

SK041B,2015,PROD_TONY,4,3.7

SK041B,2015,ODPAD_TONY_KM2,1,

SK041B,2015,ODPAD_TONY_KM2,2,

SK041B,2015,ODPAD_TONY_KM2,3,

SK041B,2015,ODPAD_TONY_KM2,4,

SK041B,2014,PROD_TONY,1,1

SK041B,2014,PROD_TONY,2,0.1

SK041B,2014,PROD_TONY,3,4

SK041B,2014,PROD_TONY,4,5.3

SK041B,2014,ODPAD_TONY_KM2,1,

SK041B,2014,ODPAD_TONY_KM2,2,

SK041B,2014,ODPAD_TONY_KM2,3,

SK041B,2014,ODPAD_TONY_KM2,4,

SK041B,2013,PROD_TONY,1,1

SK041B,2013,PROD_TONY,2,

SK041B,2013,PROD_TONY,3,4.4

SK041B,2013,PROD_TONY,4,5.6

SK041B,2013,ODPAD_TONY_KM2,1,

SK041B,2013,ODPAD_TONY_KM2,2,

SK041B,2013,ODPAD_TONY_KM2,3,

SK041B,2013,ODPAD_TONY_KM2,4,

SK041B,2012,PROD_TONY,1,0.9

SK041B,2012,PROD_TONY,2,

SK041B,2012,PROD_TONY,3,4.6

SK041B,2012,PROD_TONY,4,5.1

SK041B,2012,ODPAD_TONY_KM2,1,

SK041B,2012,ODPAD_TONY_KM2,2,

